normalized_cell_type	marker_scope	marker_scope_label	n_profiles	n_papers	example_reported_labels	median_n_markers	median_observed_union_recall	median_expected_union_recall	median_union_recall_lift	pct_union_lift_gt_1	median_observed_mean_profile_recall	median_expected_mean_profile_recall	median_mean_profile_recall_lift
CD 4 TREG	local_private_markers	Local-only markers	3	3	CD4 + TREG; CD4+ TREG; CD4_TREG	7.0	0.2857142857142857	0.015318372135856215	27.97760915915193	1.0	0.14285714285714285	0.007697600412832202	27.837988826815636
NAIVE T CELL	local_private_markers	Local-only markers	3	3	NAIVE T CELL; NAÏVE T CELL	4.0	0.6	0.029040189117702953	19.528572967966827	1.0	0.4	0.014635603345280765	26.4047619047619
CD 14 MONOCYTE	local_private_markers	Local-only markers	3	3	CD14+ MONOCYTE	4.0	0.5	0.02518549499942091	18.470760256403203	1.0	0.375	0.01269035532994924	24.970149253731346
FB 4	local_private_markers	Local-only markers	3	3	FB-4; FB4	5.0	0.375	0.014849092656453155	18.299329524477294	0.6666666666666666	0.1875	0.007458646616541354	18.135869565217394
INFLAMMATORY MACROPHAGE	local_private_markers	Local-only markers	3	3	INFLAMMATORY MACROPHAGE	3.0	0.3333333333333333	0.016065533558956246	16.94829465839039	1.0	0.16666666666666666	0.008081412750673452	16.838383838383837
EPI	local_private_markers	Local-only markers	3	3	EPI	12.0	0.06896551724137931	0.004474933681396509	16.776351890585143	0.6666666666666666	0.06896551724137931	0.0014938751120406335	49.95522388059702
EPITHELIAL	local_private_markers	Local-only markers	3	3	EPITHELIAL	4.0	0.3333333333333333	0.021847348457108024	15.257381644630815	0.6666666666666666	0.1111111111111111	0.0073441247002398085	15.129251700680271
TAM	local_private_markers	Local-only markers	3	3	TAM	3.0	0.125	0.008637750653293863	14.471360081728374	0.6666666666666666	0.0625	0.004340017958695002	14.400862068965516
NATURAL KILLER NK CELL	local_private_markers	Local-only markers	3	3	NATURAL KILLER (NK) CELL	3.0	0.6666666666666666	0.03968517202663932	14.137336911971124	1.0	0.4444444444444444	0.01344889420203228	27.825
MAC 1	local_private_markers	Local-only markers	3	3	MAC1	3.0	0.2	0.016739651497026366	11.947680035962998	0.6666666666666666	0.2	0.008420424007166317	23.751773049645394
M 1	local_private_markers	Local-only markers	3	3	M1	3.0	0.05	0.005370184216626939	11.118100444330688	0.6666666666666666	0.025	0.00268897520167314	11.082781456953644
NEUTROPHILS	local_private_markers	Local-only markers	3	3	NEUTROPHILS	4.0	0.14285714285714285	0.008040695266496145	10.863605728156005	0.6666666666666666	0.07142857142857142	0.004040706375336726	10.796774193548385
STROMAL	local_private_markers	Local-only markers	3	3	STROMAL	4.0	0.25	0.028280803895298634	7.071934756184486	1.0	0.13333333333333333	0.00954668267787451	13.966457023060798
CANCER CELL	local_private_markers	Local-only markers	3	3	CANCER CELL	7.0	0.1	0.013272233664644296	5.981035840208126	0.6666666666666666	0.05	0.006672651107121484	5.929078014184397
C 1	local_private_markers	Local-only markers	3	3	C1	3.0	0.0	0.011439981955481534	0.0	0.0	0.0	0.002299540091981604	0.0
CLUSTER 6	local_private_markers	Local-only markers	3	3	CLUSTER 6	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DISTAL	local_private_markers	Local-only markers	3	3	DISTAL	2.0	0.0	0.0014953490762438237	0.0	0.0	0.0	0.0007480550568521843	0.0
ECS	local_private_markers	Local-only markers	3	3	ECS	6.0	0.0	0.007860427639782305	0.0	0.0	0.0	0.003939756632754836	0.0
EEC	local_private_markers	Local-only markers	3	3	EEC	4.0	0.0	0.0040856417933846055	0.0	0.0	0.0	0.0020472635498844003	0.0
EPI 4	local_private_markers	Local-only markers	3	3	EPI-4; EPI4	4.0	0.0	0.0021920576305382022	0.0	0.0	0.0	0.0010968192242496759	0.0
FB 3	local_private_markers	Local-only markers	3	3	FB-3; FB3	5.0	0.0	0.01964849077979889	0.0	0.3333333333333333	0.0	0.0066006600660066	0.0
GC B CELL	local_private_markers	Local-only markers	3	3	GC B CELL	7.0	0.0	0.0028213063199020094	0.0	0.3333333333333333	0.0	0.0009423859498822018	0.0
IMMUNE	local_private_markers	Local-only markers	3	3	IMMUNE	4.0	0.0	0.018044131145787873	0.0	0.3333333333333333	0.0	0.009075907590759076	0.0
NEUROENDOCRINE	local_private_markers	Local-only markers	3	3	NEUROENDOCRINE	3.0	0.0	0.004992142118416994	0.0	0.0	0.0	0.0025047590421801423	0.0
NEURONS	local_private_markers	Local-only markers	3	3	NEURONS	5.0	0.0	0.0021474715972376714	0.0	0.0	0.0	0.0010746268656716418	0.0
PE	local_private_markers	Local-only markers	3	3	PE	5.0	0.0	0.007730296123981684	0.0	0.0	0.0	0.0038852361028093247	0.0
PROGENITOR	local_private_markers	Local-only markers	3	3	PROGENITOR	3.0	0.0	0.011362342854142591	0.0	0.0	0.0	0.005716754744574069	0.0
PT 1	local_private_markers	Local-only markers	3	3	PT-1; PT1	3.0	0.0	0.0035863688990231957	0.0	0.3333333333333333	0.0	0.0017947950942267424	0.0
T REG	local_private_markers	Local-only markers	3	3	T REG	4.0	0.0	0.010130730783066366	0.0	0.0	0.0	0.005082212257100149	0.0
TUMOR CELL	local_private_markers	Local-only markers	3	3	TUMOR CELL	3.0	0.0	0.011891673054331475	0.0	0.0	0.0	0.005973715651135005	0.0
CHONDROCYTE	local_private_markers	Local-only markers	2	2	CHONDROCYTE	5.0	1.0	0.0021541111326110808	464.22864371797175	1.0	0.6	0.0010778444079963794	556.6666666666665
EPIBLAST	local_private_markers	Local-only markers	2	2	EPIBLAST	5.5	0.6428571428571428	0.008000757574558783	85.22589114749152	1.0	0.3839285714285714	0.004018887420626731	94.53304597701148
INHIBITORY NEURON	local_private_markers	Local-only markers	2	2	INHIBITORY NEURON	3.0	0.5	0.007253453715266941	69.14627606972394	1.0	0.41666666666666663	0.003636155315176956	120.86989795918367
MAIT	local_private_markers	Local-only markers	2	2	MAIT	5.0	0.23809523809523808	0.00554511602377457	44.274724923329174	1.0	0.11904761904761904	0.002778130390912346	44.200947603121506
DC 3	local_private_markers	Local-only markers	2	2	DC3	4.0	0.7142857142857143	0.01639491385728585	43.24747923103395	1.0	0.35714285714285715	0.008239723003318279	43.04067460317461
CYTOTOXIC	local_private_markers	Local-only markers	2	2	CYTOTOXIC	8.0	0.25	0.019253779234192858	13.069153436683619	1.0	0.20833333333333331	0.009693039250054252	21.98610750713587
NK	local_private_markers	Local-only markers	2	2	NK	5.0	0.4	0.022125917189105636	12.780229963605493	0.5	0.2	0.011145491975294873	12.67300380228137
TCM	local_private_markers	Local-only markers	2	2	TCM	1.5	0.5	0.0296617981845968	12.253113480995365	0.5	0.5	0.01495959901737809	24.253623188405797
VEC	local_private_markers	Local-only markers	2	2	VEC	4.5	0.0625	0.00872266209934442	6.919917152022941	0.5	0.03125	0.004376775753456104	6.886363636363636
AT 1	local_private_markers	Local-only markers	2	2	AT1	2.5	0.0	0.0033860972299248338	0.0	0.0	0.0	0.0016982825223075127	0.0
C 3	local_private_markers	Local-only markers	2	2	C3	6.5	0.0	0.012558152104711753	0.0	0.0	0.0	0.0042526569690628565	0.0
C 4	local_private_markers	Local-only markers	2	2	C4	1.5	0.0	0.005230553693861134	0.0	0.0	0.0	0.0026255109593268104	0.0
C 6	local_private_markers	Local-only markers	2	2	C6	2.0	0.0	0.012176910744442307	0.0	0.0	0.0	0.004091163694681942	0.0
CLUSTER 11	local_private_markers	Local-only markers	2	2	CLUSTER 11	5.5	0.0	0.002875544246274344	0.0	0.0	0.0	0.0014421926584293103	0.0
PRINCIPAL CELL	local_private_markers	Local-only markers	2	2	PRINCIPAL CELL	5.0	0.0	0.0009559728023359915	0.0	0.0	0.0	0.00047821867562723773	0.0
STROMAL CELL	local_private_markers	Local-only markers	2	2	STROMAL CELL	3.0	0.0	0.014935874923189651	0.0	0.0	0.0	0.007542692839915686	0.0
C 2	local_private_markers	Local-only markers	1	1	C2	3.0	0.0	0.0017937210099339869	0.0	0.0	0.0	0.0005984440454817474	0.0
C 5	local_private_markers	Local-only markers	1	1	C5	4.0	0.0	0.0037351047062198772	0.0	0.0	0.0	0.0018701376421304608	0.0
MONOCYTES	local_private_markers	Local-only markers	1	1	MONOCYTES	3.0	0.0	0.004974785559957155	0.0	0.0	0.0	0.002491280518186348	0.0
